cliente_id,edad,genero,region,zona,tipo_cliente,es_digital,uso_app,uso_whatsapp,interaccion_digital_score,canal_whatsapp,canal_sms,canal_llamada,canal_campo,score_riesgo,prob_default,num_atrasos_previos,dias_mora_promedio,ratio_pago,ultimo_pago_dias
22485,23,M,Centro,rural,recurrente,1,0.47,1,6,1,1,1,0,421,0.55,2,45,0.61,56
22486,26,M,Lima,urbano,recurrente,1,0.18,1,30,1,1,1,0,820,0.673,0,56,0.52,50
22487,63,M,Sur,urbano,recurrente,1,0.25,1,81,1,0,1,0,761,0.049,2,24,0.32,87
22488,65,F,Lima,urbano,nuevo,0,0.77,1,97,1,0,1,0,465,0.442,0,30,0.95,7
22489,31,F,Norte,urbano,nuevo,0,0.21,0,17,0,1,1,0,702,0.787,2,13,0.82,20
22490,28,F,Norte,rural,nuevo,0,0.22,1,96,1,1,1,1,457,0.873,3,10,0.09,77
22491,49,M,Sur,urbano,nuevo,1,0.98,0,54,0,1,1,0,834,0.743,5,42,0.41,52
22492,30,M,Norte,rural,recurrente,1,0.5,1,44,1,1,1,0,625,0.526,2,42,0.37,57
22493,54,F,Sur,rural,recurrente,1,0.75,1,18,1,1,1,0,783,0.708,2,38,0.72,55
22494,44,F,Lima,urbano,recurrente,1,0.22,1,24,1,1,1,1,535,0.109,2,57,0.62,15
22495,66,F,Centro,urbano,recurrente,0,0.12,1,99,1,1,1,0,808,0.995,4,8,0.5,88
22496,68,F,Sur,urbano,recurrente,1,0.27,1,26,1,1,1,0,584,0.991,4,17,0.63,82
22497,37,F,Norte,urbano,nuevo,1,0.29,0,18,0,1,1,1,647,0.007,1,25,0.11,1
22498,52,F,Centro,rural,recurrente,0,0.19,1,33,1,1,1,0,752,0.106,2,33,0.16,71
22499,31,M,Sur,urbano,nuevo,0,0.79,1,47,1,1,1,0,802,0.718,1,43,0.31,12
22500,54,F,Centro,urbano,recurrente,1,0.46,0,85,0,0,1,0,365,0.965,1,12,0.53,0
22501,44,F,Lima,urbano,recurrente,0,0.51,1,56,1,1,1,0,351,0.622,2,15,0.36,4
22502,25,M,Lima,urbano,recurrente,1,0.35,1,67,1,1,1,1,796,0.795,3,54,0.82,84
22503,49,M,Centro,rural,nuevo,1,0.71,0,86,0,1,1,0,620,0.469,1,28,0.03,25
22504,68,F,Sur,urbano,recurrente,0,0.78,1,16,1,0,1,1,684,0.85,2,59,0.72,24
22505,68,M,Centro,urbano,recurrente,0,0.66,1,72,1,1,1,1,611,0.051,0,55,0.95,29
22506,54,F,Norte,urbano,recurrente,1,0.94,1,90,1,1,1,1,523,0.874,1,40,0.59,58
22507,36,F,Sur,rural,recurrente,1,0.57,1,27,1,1,1,1,307,0.961,2,35,0.85,22
22508,45,M,Centro,urbano,recurrente,1,0.7,0,38,0,1,1,1,719,0.792,3,41,0.05,35
22509,57,M,Sur,urbano,nuevo,0,0.51,0,36,1,1,1,1,710,0.424,1,53,0.84,78
22510,28,M,Norte,urbano,recurrente,1,0.81,1,57,1,1,1,0,571,0.229,1,13,0.49,62
22511,49,F,Sur,urbano,recurrente,0,0.9,1,45,1,1,1,0,718,0.81,2,48,0.27,69
22512,66,F,Centro,rural,nuevo,1,0.18,1,49,1,1,1,1,824,0.421,2,24,0.06,49
22513,45,M,Centro,urbano,nuevo,1,0.61,1,4,1,1,1,0,373,0.26,3,39,0.02,22
22514,62,F,Centro,urbano,nuevo,1,0.77,1,96,1,1,1,1,835,0.483,5,45,0.15,67
22515,43,F,Lima,urbano,recurrente,1,0.48,1,24,1,1,1,1,836,0.171,4,30,1.0,84
22516,54,M,Lima,urbano,nuevo,0,0.84,1,60,1,1,1,1,731,0.732,1,35,0.48,60
22517,23,M,Norte,urbano,nuevo,1,0.23,0,8,0,1,1,0,727,0.795,2,49,0.4,59
22518,50,F,Lima,rural,nuevo,1,0.91,1,53,1,1,1,0,413,0.312,3,51,0.29,86
22519,54,F,Lima,urbano,nuevo,0,0.22,1,95,1,0,1,1,789,0.409,1,33,0.99,14
22520,52,M,Norte,urbano,recurrente,0,0.11,1,7,1,1,1,0,783,0.335,2,54,0.77,48
22521,49,M,Sur,urbano,recurrente,1,0.38,0,32,0,1,1,1,323,0.681,4,30,0.1,41
22522,29,M,Sur,urbano,nuevo,1,0.12,1,31,1,1,1,0,822,0.12,1,59,0.69,60
22523,22,M,Norte,rural,recurrente,0,0.57,1,16,1,1,1,0,449,0.469,3,51,0.76,37
22524,59,M,Norte,urbano,recurrente,1,0.63,1,37,1,1,1,0,421,0.151,1,18,0.24,9
22525,27,F,Centro,rural,nuevo,1,0.56,1,12,1,1,1,0,718,0.045,2,13,0.01,89
22526,66,M,Sur,urbano,recurrente,0,0.88,1,60,1,1,1,1,522,0.269,1,51,0.91,74
22527,25,F,Lima,urbano,recurrente,1,0.77,1,25,1,1,1,0,467,0.753,4,54,0.97,83
22528,28,F,Centro,rural,recurrente,1,0.87,1,74,1,1,1,0,361,0.793,4,8,0.22,17
22529,52,F,Sur,rural,recurrente,1,0.23,0,17,0,1,1,0,328,0.02,2,2,0.61,13
22530,38,F,Lima,urbano,nuevo,1,0.79,0,21,0,1,1,0,400,0.407,1,24,0.93,15
22531,58,M,Lima,rural,nuevo,1,0.52,0,94,0,1,1,1,596,0.583,2,47,0.24,19
22532,66,F,Norte,urbano,recurrente,1,0.45,1,72,1,1,1,0,316,0.703,2,29,0.05,53
22533,38,F,Lima,urbano,recurrente,0,0.13,1,35,1,1,1,1,323,0.99,4,43,0.78,44
22534,69,M,Norte,urbano,recurrente,0,0.63,1,81,1,1,1,0,725,0.682,2,49,0.44,20
22535,61,F,Lima,urbano,recurrente,0,0.99,1,25,1,1,1,0,326,0.533,0,57,0.91,4
22536,65,M,Sur,urbano,nuevo,1,0.88,0,33,1,0,1,1,783,0.725,2,25,0.21,80
22537,36,M,Lima,rural,recurrente,0,0.76,0,38,0,1,1,1,440,0.421,0,45,0.33,17
22538,41,M,Sur,urbano,recurrente,1,0.47,0,83,0,1,1,1,481,0.275,1,46,0.41,49
22539,30,F,Norte,rural,recurrente,1,0.64,1,46,1,1,1,0,489,0.304,0,58,0.73,64
22540,62,F,Centro,urbano,nuevo,1,0.6,0,15,1,0,1,0,797,0.141,1,14,0.9,72
22541,24,F,Norte,urbano,recurrente,1,0.33,0,25,0,1,1,0,423,0.705,1,50,0.4,3
22542,64,F,Centro,rural,nuevo,1,0.52,1,77,1,0,1,0,571,0.539,5,5,0.07,18
22543,28,F,Lima,urbano,recurrente,0,0.65,0,92,0,1,1,0,613,0.433,1,50,0.88,72
22544,67,M,Sur,urbano,recurrente,0,0.83,1,51,1,1,1,0,707,0.052,0,56,0.9,36
22545,39,M,Lima,urbano,recurrente,1,0.02,1,44,1,1,1,0,828,0.25,1,37,0.72,46
22546,67,F,Norte,urbano,recurrente,1,0.75,1,73,1,1,1,0,562,0.284,5,26,0.9,22
22547,60,F,Sur,rural,recurrente,1,0.98,0,32,1,1,1,0,336,0.026,2,53,0.98,15
22548,60,F,Norte,rural,recurrente,1,0.61,1,7,1,0,1,1,562,0.743,1,7,0.7,60
22549,29,F,Centro,urbano,recurrente,1,0.61,0,100,1,1,1,1,420,0.08,1,12,0.53,13
22550,50,M,Norte,rural,recurrente,0,0.78,0,12,0,0,1,0,689,0.871,3,26,0.38,10
22551,37,F,Lima,urbano,recurrente,1,0.35,0,46,1,1,1,1,369,0.707,0,55,0.84,30
22552,60,F,Lima,urbano,nuevo,0,0.33,1,68,1,1,1,0,338,0.734,2,21,0.03,4
22553,64,F,Lima,urbano,nuevo,0,0.17,0,16,0,0,1,0,848,0.825,4,22,0.25,61
22554,35,F,Centro,urbano,recurrente,1,0.29,1,46,1,1,1,1,449,0.175,3,59,0.55,59
22555,24,F,Lima,rural,nuevo,0,0.79,1,79,1,1,1,1,443,0.728,4,46,0.34,64
22556,26,M,Norte,rural,recurrente,1,0.63,1,93,1,1,1,1,563,0.042,0,49,0.46,56
22557,36,M,Centro,urbano,recurrente,1,0.95,0,65,1,1,1,0,792,0.176,2,7,0.85,87
22558,46,M,Norte,rural,recurrente,0,0.34,1,7,1,1,1,0,649,0.908,4,4,0.18,30
22559,57,F,Sur,urbano,recurrente,0,0.11,1,29,1,1,1,0,545,0.986,3,13,0.19,23
22560,43,F,Lima,rural,recurrente,1,0.6,0,83,1,1,1,1,838,0.021,2,49,0.33,13
22561,33,M,Sur,urbano,nuevo,0,0.15,1,35,1,1,1,1,578,0.275,0,46,0.16,25
22562,67,M,Lima,urbano,nuevo,1,0.32,1,95,1,1,1,0,470,0.123,1,1,0.05,89
22563,37,F,Centro,rural,nuevo,0,0.29,1,44,1,1,1,0,383,0.407,3,57,0.93,42
22564,47,F,Centro,urbano,nuevo,1,0.58,1,62,1,1,1,0,342,0.846,3,3,0.64,57
22565,42,M,Sur,rural,recurrente,1,0.11,1,22,1,0,1,1,798,0.355,2,25,0.98,14
22566,57,M,Sur,urbano,nuevo,0,0.65,1,22,1,1,1,0,493,0.435,1,35,0.97,11
22567,39,M,Lima,urbano,recurrente,1,0.09,1,13,1,1,1,0,395,0.287,3,27,0.74,63
22568,59,M,Centro,urbano,nuevo,1,0.98,1,33,1,0,1,1,474,0.218,6,13,0.75,83
22569,55,F,Lima,rural,nuevo,0,0.8,1,85,1,1,1,0,782,0.272,2,22,0.22,4
22570,33,M,Norte,rural,nuevo,0,0.73,0,50,1,1,1,0,685,0.886,0,50,0.75,21
22571,34,M,Norte,urbano,recurrente,1,0.5,0,17,1,1,1,1,398,0.331,3,49,0.77,9
22572,68,F,Lima,rural,recurrente,0,0.72,0,96,0,1,1,1,524,0.982,1,48,0.94,35
22573,51,M,Lima,urbano,nuevo,0,0.39,1,20,1,1,1,1,349,0.518,2,56,0.22,30
22574,65,F,Lima,urbano,nuevo,0,0.31,1,38,1,1,1,1,324,0.488,2,31,0.63,65
22575,22,M,Lima,urbano,recurrente,1,0.33,1,95,1,0,1,1,816,0.155,3,15,0.48,66
22576,66,M,Sur,urbano,recurrente,1,0.95,0,69,0,1,1,1,477,0.533,4,32,0.23,65
22577,59,F,Sur,urbano,recurrente,1,0.84,1,27,1,1,1,0,775,0.773,2,27,0.04,49
22578,57,M,Sur,urbano,recurrente,1,0.36,1,95,1,0,1,0,629,0.115,2,16,0.87,0
22579,34,F,Sur,urbano,recurrente,0,0.54,1,77,1,1,1,1,771,0.266,6,12,0.96,27
22580,29,F,Norte,rural,nuevo,1,0.12,1,67,1,1,1,0,508,0.682,6,40,0.49,43
22581,30,M,Lima,urbano,nuevo,1,0.8,1,87,1,1,1,1,805,0.06,0,23,0.32,39
22582,27,F,Sur,rural,recurrente,1,0.15,1,65,1,0,1,1,822,0.654,1,43,0.25,10
22583,48,F,Sur,urbano,recurrente,1,0.43,1,12,1,1,1,1,834,0.012,4,18,0.32,52
22584,66,F,Centro,rural,nuevo,1,0.8,1,23,1,1,1,0,820,0.257,0,27,0.59,8
22585,45,M,Centro,urbano,recurrente,1,0.72,0,73,0,1,1,1,499,0.574,1,42,0.91,22
22586,66,F,Lima,urbano,nuevo,1,0.36,1,93,1,0,1,0,809,0.893,2,11,0.18,13
22587,48,M,Sur,rural,nuevo,1,0.07,1,91,1,1,1,1,630,0.028,5,36,0.2,80
22588,22,F,Sur,rural,recurrente,0,0.2,1,59,1,1,1,0,810,0.978,5,52,0.6,67
22589,37,F,Norte,rural,nuevo,1,0.41,1,34,1,0,1,1,735,0.735,2,2,0.1,36
22590,24,F,Sur,rural,nuevo,0,0.24,1,67,1,1,1,0,700,0.745,2,10,0.78,58
22591,33,F,Lima,urbano,recurrente,1,0.32,1,93,1,1,1,1,306,0.148,1,23,0.48,2
22592,38,F,Centro,urbano,nuevo,0,0.86,1,44,1,1,1,1,521,0.106,2,27,0.5,42
22593,23,F,Centro,rural,recurrente,1,0.71,1,71,1,1,1,0,629,0.695,0,55,0.68,80
22594,57,M,Sur,urbano,nuevo,1,0.79,0,84,0,1,1,1,647,0.465,4,6,0.71,68
22595,53,M,Norte,rural,nuevo,0,0.98,1,6,1,1,1,0,508,0.164,2,28,0.7,3
22596,61,M,Norte,rural,nuevo,0,0.26,1,13,1,1,1,0,713,0.906,3,20,0.8,1
22597,44,F,Lima,urbano,nuevo,1,0.37,0,38,0,0,1,1,689,0.208,0,54,0.24,82
22598,28,M,Norte,rural,recurrente,1,0.48,1,79,1,1,1,0,588,0.32,2,35,0.3,79
22599,55,F,Sur,urbano,recurrente,0,0.76,1,6,1,1,1,0,601,0.528,5,6,0.8,78
22600,22,M,Lima,urbano,recurrente,1,1.0,0,56,0,1,1,1,308,0.793,2,2,0.28,19
22601,53,F,Sur,rural,recurrente,1,0.82,1,67,1,1,1,0,612,0.017,1,57,0.07,70
22602,32,M,Lima,urbano,nuevo,0,0.16,1,87,1,0,1,1,594,0.665,3,28,0.74,15
22603,42,M,Norte,urbano,recurrente,1,0.49,0,60,1,1,1,0,422,0.972,1,36,0.5,83
22604,33,M,Norte,rural,nuevo,1,0.04,1,90,1,0,1,0,320,0.65,1,24,0.98,60
22605,30,M,Sur,urbano,recurrente,1,0.53,1,69,1,1,1,0,733,0.186,0,49,0.07,13
22606,37,F,Centro,urbano,nuevo,0,0.68,0,52,0,1,1,0,342,0.44,0,3,0.87,43
22607,63,F,Norte,rural,recurrente,1,0.24,1,49,1,1,1,0,441,0.886,4,56,0.01,27
22608,25,F,Centro,rural,recurrente,1,0.59,1,49,1,1,1,0,459,0.012,1,51,0.18,63
22609,29,M,Sur,urbano,nuevo,0,0.64,1,20,1,1,1,0,844,0.659,1,28,0.33,55
22610,33,F,Norte,urbano,nuevo,0,0.01,1,24,1,1,1,1,408,0.75,3,35,0.36,48
22611,43,F,Norte,urbano,nuevo,1,0.61,1,13,1,1,1,1,826,0.756,0,22,0.57,87
22612,50,M,Centro,rural,recurrente,1,0.97,1,2,1,1,1,0,515,0.989,1,13,0.65,81
22613,63,M,Sur,rural,recurrente,1,0.86,1,40,1,1,1,0,597,0.195,2,26,0.93,19
22614,24,M,Centro,rural,recurrente,0,0.2,1,90,1,1,1,0,344,0.464,2,42,0.56,51
22615,41,M,Norte,rural,recurrente,1,0.41,1,60,1,1,1,1,685,0.354,2,41,0.04,86
22616,63,F,Lima,urbano,nuevo,1,0.58,0,33,0,1,1,1,779,0.331,4,41,0.31,25
22617,29,M,Norte,urbano,recurrente,1,0.01,0,47,0,1,1,0,556,0.433,1,55,0.03,78
22618,27,F,Centro,rural,nuevo,1,0.61,0,97,1,0,1,0,695,0.769,4,50,0.22,46
22619,36,M,Lima,urbano,recurrente,1,0.51,1,4,1,1,1,1,477,0.46,2,6,0.28,38
22620,43,M,Centro,urbano,recurrente,1,0.88,0,78,0,0,1,0,678,0.044,4,39,0.17,88
22621,43,M,Lima,rural,recurrente,1,0.04,1,48,1,1,1,1,673,0.875,1,56,0.83,62
22622,51,M,Lima,urbano,nuevo,1,0.18,0,91,0,0,1,0,574,0.677,1,49,0.78,76
22623,25,F,Centro,rural,recurrente,1,0.67,1,84,1,0,1,1,749,0.226,3,24,0.16,10
22624,26,M,Centro,rural,recurrente,0,0.21,0,48,0,1,1,0,367,0.948,3,4,0.68,66
22625,21,M,Lima,urbano,recurrente,0,0.19,1,64,1,1,1,0,572,0.944,1,42,0.9,68
22626,68,F,Lima,urbano,recurrente,1,0.28,1,59,1,1,1,0,527,0.706,2,17,0.51,20
22627,48,M,Norte,rural,recurrente,1,0.34,1,38,1,1,1,0,718,0.658,2,23,0.56,67
22628,38,F,Centro,urbano,nuevo,0,0.11,1,49,1,1,1,0,834,0.486,1,45,0.49,1
22629,44,F,Norte,urbano,recurrente,1,0.38,0,29,1,1,1,0,736,0.393,1,44,0.62,49
22630,33,F,Sur,urbano,recurrente,0,0.37,1,10,1,1,1,1,430,0.593,1,45,0.84,34
22631,53,M,Centro,urbano,nuevo,1,0.47,1,72,1,0,1,1,481,0.289,1,36,0.38,56
22632,30,F,Sur,rural,recurrente,0,0.3,1,47,1,0,1,0,747,0.982,1,12,0.25,4
22633,27,M,Sur,urbano,nuevo,1,0.22,1,20,1,1,1,1,741,0.479,3,4,0.39,49
22634,57,F,Centro,urbano,recurrente,1,0.35,1,41,1,0,1,0,734,0.698,1,29,0.54,22
22635,52,F,Sur,urbano,recurrente,0,0.93,0,50,0,1,1,0,454,0.654,2,34,0.33,32
22636,65,M,Lima,urbano,recurrente,0,0.43,1,6,1,1,1,0,621,0.776,4,36,0.56,7
22637,42,F,Norte,urbano,nuevo,1,0.55,1,2,1,1,1,0,362,0.327,2,23,0.23,60
22638,36,M,Lima,urbano,nuevo,1,0.39,1,73,1,1,1,0,583,0.102,4,7,0.0,20
22639,44,F,Sur,urbano,recurrente,1,0.94,1,76,1,1,1,0,559,0.963,1,56,0.41,59
22640,34,M,Lima,urbano,recurrente,1,0.71,1,37,1,1,1,1,522,0.217,3,33,0.01,20
22641,31,M,Centro,rural,recurrente,1,0.68,0,11,0,1,1,0,635,0.529,2,42,0.84,10
22642,39,F,Sur,urbano,recurrente,0,0.78,0,100,1,1,1,0,429,0.227,3,49,0.8,26
22643,43,F,Centro,urbano,nuevo,1,0.97,1,27,1,1,1,0,614,0.533,1,7,0.44,74
22644,54,M,Sur,rural,recurrente,0,0.95,0,43,0,1,1,0,690,0.031,1,18,0.88,21
22645,60,F,Sur,urbano,recurrente,0,0.25,1,92,1,1,1,1,692,0.473,1,10,0.91,55
22646,33,M,Centro,rural,recurrente,0,0.23,0,26,0,0,1,0,630,0.214,1,2,0.83,11
22647,59,F,Sur,rural,recurrente,1,0.19,1,5,1,1,1,0,421,0.759,1,14,0.45,81
22648,64,M,Norte,urbano,recurrente,1,0.08,1,40,1,1,1,0,558,0.402,3,33,0.9,62
22649,48,M,Centro,urbano,recurrente,0,0.48,1,52,1,1,1,0,774,0.894,0,16,0.4,26
22650,60,F,Sur,rural,nuevo,1,0.96,0,17,0,1,1,1,502,0.089,2,33,0.86,78
22651,36,M,Norte,rural,recurrente,1,0.54,1,35,1,1,1,1,588,0.712,1,18,0.75,2
22652,48,M,Norte,urbano,recurrente,0,0.11,1,35,1,1,1,1,372,0.947,1,19,0.48,25
22653,24,F,Sur,rural,recurrente,1,0.9,1,29,1,1,1,0,318,0.704,3,50,0.04,44
22654,48,F,Norte,urbano,nuevo,1,0.6,1,85,1,1,1,0,723,0.39,1,37,0.53,43
22655,32,M,Sur,urbano,nuevo,0,0.1,1,45,1,1,1,1,434,0.408,5,59,0.65,18
22656,36,F,Sur,urbano,nuevo,1,0.34,1,62,1,0,1,1,745,0.951,1,57,0.87,18
22657,69,M,Sur,urbano,nuevo,1,0.06,0,65,0,1,1,0,775,0.103,1,35,0.43,40
22658,56,M,Sur,urbano,recurrente,0,0.34,0,24,1,1,1,0,662,0.104,2,59,0.16,41
22659,40,F,Norte,urbano,recurrente,1,0.23,1,11,1,0,1,1,751,0.076,2,7,0.65,40
22660,46,F,Lima,urbano,nuevo,0,0.82,1,43,1,1,1,0,334,0.883,3,25,0.87,5
22661,46,F,Centro,urbano,recurrente,0,0.47,0,49,0,1,1,0,618,0.645,0,51,0.28,20
22662,42,M,Lima,urbano,nuevo,1,0.68,1,25,1,1,1,0,511,0.297,2,23,0.06,21
22663,29,F,Sur,rural,recurrente,0,0.33,1,88,1,1,1,0,445,0.728,1,26,0.9,39
22664,25,M,Sur,urbano,nuevo,1,0.09,1,5,1,1,1,0,696,0.731,2,24,0.91,31
22665,37,F,Sur,urbano,nuevo,0,0.52,1,31,1,1,1,1,840,0.617,3,10,0.27,33
22666,69,M,Lima,urbano,recurrente,0,0.61,1,62,1,1,1,0,401,0.998,4,41,0.94,16
22667,54,M,Centro,urbano,recurrente,1,0.32,0,44,1,0,1,0,663,0.769,3,54,0.95,5
22668,22,F,Lima,urbano,nuevo,1,0.89,1,37,1,0,1,0,381,0.848,2,8,0.73,9
22669,27,M,Centro,urbano,recurrente,0,0.32,1,9,1,1,1,0,635,0.469,3,2,0.88,81
22670,56,M,Sur,urbano,recurrente,1,0.32,0,56,0,0,1,1,837,0.384,4,53,0.99,24
22671,33,M,Norte,urbano,recurrente,1,0.02,1,26,1,1,1,1,581,0.077,1,18,0.2,27
22672,40,F,Norte,urbano,nuevo,0,0.08,1,6,1,1,1,0,685,0.171,0,7,0.14,89
22673,50,M,Lima,urbano,recurrente,1,0.93,0,74,1,0,1,0,819,0.837,2,39,0.99,88
22674,50,F,Norte,rural,recurrente,0,0.15,0,84,0,1,1,1,417,0.477,4,4,0.39,43
22675,31,M,Norte,rural,nuevo,1,0.84,1,93,1,1,1,0,385,0.12,1,46,0.67,50
22676,51,M,Centro,urbano,recurrente,0,0.24,1,78,1,1,1,0,724,0.715,1,21,0.57,87
22677,23,F,Sur,urbano,nuevo,1,0.33,1,49,1,1,1,1,725,0.555,2,34,0.86,38
22678,22,M,Norte,rural,nuevo,0,0.23,0,72,0,1,1,0,358,0.383,1,40,0.13,9
22679,68,M,Sur,urbano,nuevo,1,0.65,1,31,1,0,1,0,746,0.109,4,15,0.95,50
22680,23,M,Sur,urbano,nuevo,1,0.47,1,39,1,1,1,1,446,0.101,2,51,0.13,76
22681,35,F,Sur,urbano,nuevo,0,0.01,0,78,0,0,1,1,611,0.292,0,50,0.43,5
22682,37,F,Sur,rural,recurrente,1,0.14,0,67,0,1,1,0,381,0.2,5,49,0.23,62
22683,68,F,Norte,urbano,recurrente,0,0.3,1,44,1,1,1,0,836,0.422,2,40,0.75,29
22684,27,M,Lima,rural,recurrente,1,0.75,0,7,0,1,1,0,486,0.29,2,51,0.38,44
22685,68,F,Norte,rural,nuevo,1,0.19,1,95,1,1,1,0,511,0.016,5,22,0.58,0
22686,25,M,Lima,rural,recurrente,1,0.93,0,26,0,1,1,0,601,0.949,1,10,0.77,62
22687,54,M,Lima,urbano,recurrente,1,0.12,1,44,1,1,1,0,684,0.193,3,8,0.41,84
22688,53,M,Sur,urbano,nuevo,0,0.26,1,44,1,1,1,0,655,0.8,2,13,0.74,36
22689,65,F,Norte,urbano,recurrente,0,0.81,1,88,1,1,1,0,589,0.935,4,47,0.29,44
22690,36,F,Centro,urbano,nuevo,0,0.63,0,26,0,1,1,0,604,0.499,3,20,0.06,58
22691,57,F,Lima,urbano,nuevo,1,0.25,1,61,1,1,1,1,317,0.848,1,30,0.05,17
22692,23,M,Lima,urbano,nuevo,1,0.3,1,97,1,0,1,1,686,0.009,1,58,0.27,67
22693,67,F,Norte,urbano,recurrente,1,0.79,1,43,1,0,1,0,489,0.483,4,13,0.03,51
22694,68,F,Centro,urbano,nuevo,0,0.36,1,16,1,1,1,1,399,0.165,2,31,0.66,6
22695,63,M,Centro,rural,recurrente,0,0.13,1,56,1,1,1,0,736,0.923,2,28,0.94,37
22696,41,F,Lima,urbano,recurrente,1,0.69,1,46,1,1,1,0,635,0.59,4,18,0.87,2
22697,61,F,Norte,urbano,nuevo,1,0.42,0,87,0,1,1,1,321,0.294,1,0,0.5,25
22698,28,F,Centro,urbano,recurrente,1,0.83,1,62,1,1,1,1,488,0.659,2,10,0.51,44
22699,42,F,Sur,rural,nuevo,0,0.52,1,66,1,0,1,0,490,0.53,0,40,0.79,26
22700,25,F,Centro,urbano,nuevo,0,0.5,1,88,1,1,1,1,651,0.654,0,4,0.51,60
22701,37,F,Lima,urbano,nuevo,0,0.53,0,57,1,0,1,1,790,0.596,1,42,0.89,33
22702,57,M,Sur,urbano,recurrente,0,0.74,1,19,1,0,1,0,758,0.16,1,12,0.93,86
22703,34,M,Centro,urbano,nuevo,0,0.52,1,19,1,0,1,0,354,0.677,4,25,0.98,37
22704,59,M,Centro,urbano,recurrente,1,0.98,1,76,1,0,1,0,830,0.414,1,42,0.4,50
22705,61,F,Centro,rural,recurrente,0,0.31,1,2,1,0,1,0,692,0.341,3,26,0.87,29
22706,48,F,Lima,urbano,recurrente,1,0.52,0,4,1,1,1,0,519,0.559,0,56,0.75,51
22707,51,M,Sur,rural,recurrente,1,0.84,0,79,1,1,1,0,339,0.13,1,3,0.86,54
22708,37,M,Lima,rural,nuevo,0,0.19,1,75,1,0,1,0,359,0.781,4,6,0.62,83
22709,55,F,Centro,rural,recurrente,1,0.2,1,56,1,1,1,0,371,0.022,2,0,0.09,50
22710,60,F,Norte,urbano,recurrente,1,0.3,0,89,0,1,1,1,712,0.571,2,8,0.39,3
22711,42,F,Sur,urbano,recurrente,0,0.37,0,18,0,1,1,0,315,0.371,4,3,0.77,25
22712,65,F,Norte,rural,recurrente,1,0.56,0,75,0,1,1,0,745,0.596,4,0,0.01,21
22713,68,F,Lima,urbano,nuevo,1,0.15,0,15,0,1,1,0,626,0.455,3,32,0.92,10
22714,49,F,Sur,urbano,recurrente,1,0.5,1,98,1,0,1,0,400,0.254,3,28,0.05,11
22715,30,M,Sur,urbano,nuevo,1,0.42,1,3,1,1,1,0,502,0.899,2,17,0.96,50
22716,38,M,Centro,rural,nuevo,0,0.81,0,58,0,1,1,0,753,0.828,0,46,0.92,12
22717,55,F,Lima,urbano,nuevo,0,0.67,1,40,1,1,1,1,644,0.087,4,46,0.06,0
22718,64,M,Centro,rural,nuevo,0,0.15,1,71,1,1,1,0,705,0.347,4,53,0.23,43
22719,36,M,Centro,rural,nuevo,0,0.34,1,5,1,1,1,0,596,0.411,3,22,0.21,57
22720,69,F,Lima,urbano,nuevo,1,0.72,1,4,1,1,1,0,648,0.113,2,57,0.48,42
22721,27,M,Centro,rural,recurrente,0,0.43,1,16,1,1,1,1,752,0.293,2,40,0.49,67
22722,50,F,Lima,urbano,nuevo,1,0.22,1,30,1,0,1,0,523,0.899,2,11,0.45,26
22723,39,F,Norte,urbano,nuevo,0,0.86,1,88,1,1,1,0,369,0.999,0,6,0.62,7
22724,43,M,Centro,rural,recurrente,1,0.06,1,38,1,1,1,1,597,0.646,1,29,0.96,85
22725,28,M,Sur,urbano,recurrente,0,0.92,0,26,0,1,1,1,592,0.41,0,16,0.25,37
22726,37,M,Sur,urbano,nuevo,0,0.16,1,39,1,1,1,1,690,0.149,2,45,0.16,14
22727,41,F,Norte,urbano,recurrente,0,0.17,1,81,1,1,1,1,537,0.215,3,54,0.46,57
22728,46,F,Sur,urbano,nuevo,1,0.79,1,44,1,1,1,0,494,0.29,3,29,0.73,47
22729,48,F,Norte,urbano,recurrente,0,0.55,1,76,1,0,1,1,531,0.781,0,31,0.66,36
22730,59,F,Norte,urbano,recurrente,0,0.83,0,78,0,1,1,0,328,0.188,2,12,0.48,58
22731,53,M,Centro,urbano,nuevo,1,0.79,1,36,1,1,1,1,667,0.662,1,16,0.07,1
22732,60,M,Lima,rural,recurrente,1,0.06,1,100,1,1,1,1,818,0.587,1,32,0.02,50
22733,39,M,Norte,rural,recurrente,1,0.15,1,5,1,0,1,0,715,0.235,2,50,0.04,80
22734,49,F,Sur,urbano,recurrente,1,0.2,0,68,1,1,1,0,450,0.857,0,51,0.18,18
22735,40,F,Sur,urbano,recurrente,1,0.07,0,45,0,0,1,0,840,0.222,1,23,0.57,14
22736,40,M,Lima,urbano,recurrente,1,0.17,1,88,1,0,1,0,531,0.009,4,1,0.17,84
22737,30,F,Centro,urbano,nuevo,0,0.23,0,96,0,1,1,0,637,0.351,3,29,0.99,42
22738,32,F,Sur,urbano,recurrente,1,0.76,1,58,1,0,1,0,374,0.192,4,39,0.89,46
22739,53,M,Centro,urbano,nuevo,0,0.4,0,9,0,0,1,0,300,0.368,1,40,0.65,83
22740,45,M,Norte,rural,nuevo,1,0.21,1,86,1,1,1,0,792,0.098,3,20,0.18,23
22741,45,F,Sur,urbano,recurrente,1,0.12,1,51,1,0,1,1,470,0.193,0,11,0.72,55
22742,24,F,Norte,urbano,recurrente,1,0.59,1,6,1,1,1,0,614,0.801,4,7,0.12,89
